Day_x,Artist(s)_x,Album_x,Record label(s)_x,Entering chart position_x,Month,Day_y,Artist(s)_y,Album_y,Record label(s)_y,Entering chart position_y,Day_x,Artist(s)_x,Album_x,Record label(s)_x,Ref._x,Day_y,Artist(s)_y,Album_y,Record label(s)_y,Ref._y,Day_x,Artist(s)_x,Album_x,Record label(s)_x,Ref._x,Day_y,Artist(s)_y,Album_y,Record label(s)_y,Ref._y,Artist(s),Album,Record label(s),Ref.
.,.,.,.,.,March,.,.,.,.,.,.,.,.,.,.,7.0,De La Soul,Clear Lake Audiotorium (Re-release),Chrysalis Records,[86],.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,March,.,.,.,.,.,.,.,.,.,.,7.0,Lil Durk,Deep Thoughts,Alamo,[87],.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,March,.,.,.,.,.,.,.,.,.,.,7.0,Tokimonsta,Eternal Reverie,Young Art,[88],.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,March,.,.,.,.,.,.,.,.,.,.,14.0,Clipping,Dead Channel Sky,Sub Pop,[89],.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,March,.,.,.,.,.,.,.,.,.,.,21.0,Goya Gumbani,Warlord of the Weejuns,Ghostly International,[90],.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,March,.,.,.,.,.,.,.,.,.,.,28.0,Busta Rhymes,Dragon Season,Conglomerate,[91],.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,March,.,.,.,.,.,.,.,.,.,.,28.0,Yasiin Bey & The Alchemist,Forensics,TBA,[92],.,.,.,.,.,.,.,.,.,.,.,.,.,.
.,.,.,.,.,April,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,Infinity Knives & Brian Ennals,A City Drowned in God's Black Tears,Self-released,[93][non-primary source needed],.,.,.,.,.,.,.,.,.
.,.,.,.,.,April,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,Bliss n Eso,The Moon (The Light Side),"Flight Deck, Mushroom",[94],.,.,.,.,.,.,.,.,.
.,.,.,.,.,April,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,Wu-Tang Clan & Mathematics,"Black Samson, The Bastard Swordsman",Ruffnation Entertainment,[95],.,.,.,.,.,.,.,.,.
.,.,.,.,.,April,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,Fly Anakin,(The) Forever Dream,Lex Records,[96],.,.,.,.,.,.,.,.,.
.,.,.,.,.,April,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,TBA,Travis Scott,TBA,"Cactus Jack, Epic",[97],.,.,.,.,.,.,.,.,.
.,.,.,.,.,June,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6.0,Lil Wayne,Tha Carter VI,"Young Money Entertainment, Republic Records",[98],.,.,.,.
.,.,.,.,.,June,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15.0,Kanye West,Bully,Self-released,[99],.,.,.,.
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,André 3000,TBA,TBA,[100]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Anuel AA & Ozuna,Los Dioses 2,"Real Hasta la Muerte, Aura Music",[101]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,A$AP Rocky,Don't Be Dumb,"AWGE, Polo Grounds",[102]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Baby Keem,Child with Wolves,"PGLang, Columbia Records",[103]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,B.G.,Heart of the Streets 3,Chopper Brick Records,[104]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Big Sean & The Alchemist,TBA,TBA,[105]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Boosie Badazz & B.G.,TBA,TBA,[106]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Burna Boy,No Sign of Weakness,"Spaceship, Bad Habit, Atlantic",[107]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Cardi B,TBA,TBA,[108]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Chance the Rapper,Star Line Gallery,Self-released,[109]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Clipse,Let God Sort Em Out,Def Jam,[110]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Conway the Machine & J.U.S.T.I.C.E. League,TBA,Empire Distribution,[111]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Coolio,Long Live Coolio,Tommy Boy Records,[112][needs update]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Damon Dash & Freeway,365,TBA,[113]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Denzel Curry,Unlocked 2.0,"PH Recordings, Loma Vista",[114][needs update]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Denzel Curry,Designed By Angels,"PH Recordings, Loma Vista",[115][needs update]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DJ Khaled,Aalam of God,"We The Best Music, Def Jam Recordings",[116]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DJ Premier & Roc Marciano,TBA,TBA,[117]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DJ Quik,TBA,Ingrooves,[118]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,DMC,TBA,TBA,[119]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Doechii,TBA,TDE,[120]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Dres & J Dilla,TBA,Stones Throw,[121]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,E-40,Rule of Thumb: Rule 2,Heavy On The Grind Entertainment,[122]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Fabolous,SOUL Tape 4,"Def Jam Recordings, Roc Nation",[123]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Flipmode Squad,TBA,TBA,[124]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Freddie Gibbs & Madlib,Montana,TBA,[125]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Griselda,WWCD 2,Griselda Records,[126]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Hot Boys,TBA,Cash Money Records,[127]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,J. Cole,The Fall Off,Dreamville,[128]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ja Rule,TBA,"M-PIRE Records, Def Jam Records",[129]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Jadakiss,TBA,"SoRaspy, Roc Nation, Def Jam",[130]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Jay Rock,Eastside Johnny,"Top Dawg Entertainment, Interscope Records",[131]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,JID,Forever & A Day,Dreamville,[132]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,JID & Metro Boomin,JIDTRO,"Dreamville, Boominati Worldwide",[133]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Jim Jones,TBA,Hitmaker Music Group,[134]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Juelz Santana & DJ Drama,We In Motion,"Def Jam Recordings, Diplomat Records, Generation Now, MNRK Music Group",[135]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Juicy J & BeatKing,Ratchet P,TBA,[136]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ken Carson,More Chaos,Opium,[137]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Kid Cudi,The Soundtrack of Moon Man,"Wicked Awesome, Republic",[138]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,K.O,I Think You Spoke Too Soon,"Sony Music Entertainment Africa, Skhanda Republic",[139]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,KSI,Caught In Two Minds,"Atlantic, Warner",[140]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Leikeli47,Lei Keli ft. 47 / For Promotional Use Only,"Acrylic, Hardcover, Thirty Tigers",[141]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lil Baby & Young Thug,TBA,"Glass Window, Wolfpack, Quality Control, Motown, YSL, 300, Atlantic",[142]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Lil Nas X,TBA,Columbia,[143]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Logic,Phonkadelic,"BobbyBoy Records, Three Oh One Productions, BMG",[144]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Logic & Juicy J,Live and In Color,"Trippy Music, BobbyBoy Records",[145]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ludacris,TBA,"Disturbing Tha Peace, Def Jam Recordings",[146]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mac Miller & Madlib,Maclib,"Stones Throw, Rostrum",[147]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mach-Hommy & Conductor Williams,TBA,TBA,[148]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Meek Mill,Dream Chasers Vol. 1: La Familia,"Dream Chasers Records, Atlantic Records",[149]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mike Will Made It,R3SET,Eardrummers Records,[150]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Mobb Deep,TBA,TBA,[151]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nas & DJ Premier,TBA,Mass Appeal,[152]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nav,On My Way 2 Rexdale,"XO, Republic",[153]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nelly,TBA,"Derrty, Motown Records",[154]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,N.E.R.D.,TBA,I Am Other,[155]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Nicki Minaj,Pink Friday 3,Young Money,[156]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Offset,Kiari,Motown Records,[157]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Pharoahe Monch,External Affairs,TBA,[158]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Playboi Carti,I Am Music,"AWGE, Interscope Records",[159]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Project Pat & Juicy J,Them Goats,TBA,[136]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Pusha T & DJ Drama,TBA,Heir Wave Music,[160]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rick Ross,Champagne Moments,"Maybach Music Group, Def Jam Recordings",[161]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Remy Ma,TBA,TBA,[162]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Run the Jewels,Run the Jewels 5,"Jewel Runners, BMG",[163][needs update]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Russ,Chomp 3,Diemon Records,[164]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Saba & No I.D.,From the Private Collection of Saba & No I.D.,ARTium,[165]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Saweetie,Pretty Bitch Music,"Artistry, Warner",[166]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,ScarLip,Scars and Stripes,Epic Records,[167]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Skepta,Knife and Fork,Boy Better Know,[168]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Slick Rick,TBA,Def Jam Recordings,[169]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Smino,She Always Dancing,"Zero Fatigue, Motown",[170]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Snoop Dogg & Dave East,TBA,Death Row,[171]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Styles P & Black Thought,TBA,"D-Block, Def Jam Recordings",[172]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sylvan LaCue,Nobody's Coming to Save You,LaCue Enterprises,[173]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Takeoff,TBA,"Quality Control Music, Motown Records",[174][needs update]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Tay-K,TBA,TBA,[175]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,The D.O.C.,TBA,Death Row Records,[176]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,The Lox,TBA,"D-Block, Ruff Ryders",[177]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,The Roots,TBA,TBA,[178]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,T.I.,Kill the King,Grand Hustle Records,[179]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,T.I.,Kiss the King,Grand Hustle Records,[179]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Trae tha Truth,Angel,Self-released,[180]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Treach,TBA,"Tommy Boy, Arista",[181]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Westside Gunn,Flygod Is An Awesome God III,Griselda Records,[182]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Will Smith,Dance In Your Darkest Moments,"Interscope Records, Columbia Records, RCA Records",[183]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Wiz Khalifa,Wizzlemania,"Taylor Gang, Asylum Records",[184]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Wiz Khalifa,Kush & O.J. 2,"Taylor Gang, Asylum Records",[185]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Xzibit,Kingmaker,Greenback Records,[186]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Your Old Droog & Madlib,TBA,Madlib Invazion,[187]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Yung Lean,Jonatan,World Affairs,[188]
.,.,.,.,.,UnscheduledandTBA,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Yung Miami,Yams,"Quality Control Music, Motown Records",[189]
